directory_name,epc_label,year_built,Street,Number,ZIP,City,property_type,price,bedrooms,bathrooms,habitable_space_sqm,ground_space_sqm,address,url,data_source,image_count,price_cat_50k,price_cat_100k,price_normalized,price_cat_encoded,generated_text,is_backtranslated
Schoonjachtstraat_3_0001_8670_Koksijde,,2025.0,Schoonjachtstraat,3 00.01,8670,Koksijde,Apartment,495000,3.0,2.0,128.0,146.0,"Schoonjachtstraat 3 00.01, 8670 Koksijde",https://www.era.be/en/for-sale/koksijde/flat-apartment/nieuwbouwappartement-te-koop-koksijde-vlakbij-het-centrum,ERA,6,"€450,000-€500,000","€400,000-€500,000",0.7742401698189467,8,"This is an apartment, located at Schoonjachtstraat 3 00.01, 8670 Koksijde, built in 2025. It features 3 bedrooms, 2 bathrooms, 128 sqm of habitable space and a ground space of 146 sqm.",False
Ieperstraat_68_0102_8940_Geluwe_(Wervik),,2023.0,Ieperstraat,68 01.02,8940,Geluwe (Wervik),Apartment,249000,2.0,1.0,101.0,101.0,"Ieperstraat 68 01.02, 8940 Geluwe (Wervik)",https://www.era.be/en/for-sale/geluwe/flat-apartment/duplex-appartement-avec-2-chambres-et-terrasse,ERA,11,"€200,000-€250,000","€200,000-€300,000",-0.5836150497237903,3,"This is an apartment, located at Ieperstraat 68 01.02, 8940 Geluwe (Wervik), built in 2023. It features 2 bedrooms, 1 bathroom and 101 sqm of habitable space.",False
Place_de_l'Eglise_3_6680_Sainte_Ode,,,Place de l'Eglise,3,6680,Sainte Ode,House,480000,14.0,9.0,717.0,960.0,"Place de l'Eglise 3, 6680 Sainte Ode",https://www.era.be/en/for-sale/amberloup/house/auberge-hyper-centre-de-lavacherie-a-vendre,ERA,16,"€450,000-€500,000","€400,000-€500,000",0.6914441198468286,8,"This is a house, located at Place de l'Eglise 3, 6680 Sainte Ode. It features 14 bedrooms, 9 bathrooms, 717 sqm of habitable space and a ground space of 960 sqm.",False
Route_de_Habay_102_6717_Nobressart_(Heinstert),,1935.0,Route de Habay,102,6717,Nobressart (Heinstert),House,149000,,,114.0,1578.0,"Route de Habay 102, 6717 Nobressart (Heinstert)",https://www.era.be/en/for-sale/nobressart/house/for-sale-attert-barn-renovate,ERA,9,"€100,000-€150,000","€100,000-€200,000",-1.1355887162045777,1,"This is a house, located at Route de Habay 102, 6717 Nobressart (Heinstert), built in 1935. It features 114 sqm of habitable space and a ground space of 1578 sqm.",False
Prinsenlaan_20_8370_Blankenberge,E,,Prinsenlaan,20,8370,Blankenberge,Apartment,125000,1.0,1.0,35.0,,"Prinsenlaan 20, 8370 Blankenberge",https://www.era.be/en/for-sale/blankenberge/flat-apartment/appartement-te-koop-blankenberge-4,ERA,12,"€100,000-€150,000","€100,000-€200,000",-1.2680623961599666,1,"This is an apartment, located at Prinsenlaan 20, 8370 Blankenberge. It features 1 bedroom, 1 bathroom and 35 sqm of habitable space. The property has an Energy Performance Certificate (EPC) rating of E.",False
Louis_Paul_Boonstraat_42_9300_Aalst,F,1962.0,Louis Paul Boonstraat,42,9300,Aalst,House,197500,4.0,1.0,126.0,167.0,"Louis Paul Boonstraat 42, 9300 Aalst",https://www.era.be/en/for-sale/aalst/house/woning-met-4-mogelijks-5-slaapkamers-en-loods-centrum,ERA,28,"€150,000-€200,000","€100,000-€200,000",-0.8678814879613957,2,"This is a house, located at Louis Paul Boonstraat 42, 9300 Aalst, built in 1962. It features 4 bedrooms, 1 bathroom, 126 sqm of habitable space and a ground space of 167 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Tuinstraat_21_8500_Kortrijk,A,2025.0,Tuinstraat,21,8500,Kortrijk,House,299000,2.0,1.0,123.0,1280.0,"Tuinstraat 21, 8500 Kortrijk",https://www.era.be/en/for-sale/kortrijk/house/nieuwbouwwoning-te-koop-kortrijk-0,ERA,16,"€250,000-€300,000","€200,000-€300,000",-0.3076282164833966,4,"This is a house, located at Tuinstraat 21, 8500 Kortrijk, built in 2025. It features 2 bedrooms, 1 bathroom, 123 sqm of habitable space and a ground space of 1280 sqm. The property has an Energy Performance Certificate (EPC) rating of A.",False
Binnenstraat_8_9520_Vlierzele_(Sint-Lievens-Houtem),,2026.0,Binnenstraat,8,9520,Vlierzele (Sint-Lievens-Houtem),House,465000,3.0,1.0,178.0,615.0,"Binnenstraat 8, 9520 Vlierzele (Sint-Lievens-Houtem)",https://www.era.be/en/for-sale/vlierzele/house/nieuwbouw-halfopen-woning-te-koop-sint-lievens-houtem,ERA,9,"€450,000-€500,000","€400,000-€500,000",0.6086480698747104,8,"This is a house, located at Binnenstraat 8, 9520 Vlierzele (Sint-Lievens-Houtem), built in 2026. It features 3 bedrooms, 1 bathroom, 178 sqm of habitable space and a ground space of 615 sqm.",False
Snepstraat_47_9160_Lokeren_(Lokeren),C,1965.0,Snepstraat,47,9160,Lokeren (Lokeren),House,299000,4.0,1.0,133.0,300.0,"Snepstraat 47, 9160 Lokeren (Lokeren)",https://www.era.be/en/for-sale/lokeren/house/gezinswoning-met-garage-tuin-en-achterliggend-natuurgebied,ERA,23,"€250,000-€300,000","€200,000-€300,000",-0.3076282164833966,4,"This is a house, located at Snepstraat 47, 9160 Lokeren (Lokeren), built in 1965. It features 4 bedrooms, 1 bathroom, 133 sqm of habitable space and a ground space of 300 sqm. The property has an Energy Performance Certificate (EPC) rating of C.",False
Oplintersesteenweg_114_3300_Tienen,F,1935.0,Oplintersesteenweg,114,3300,Tienen,House,180000,2.0,,213.0,295.0,"Oplintersesteenweg 114, 3300 Tienen",https://www.era.be/en/for-sale/tienen/house/charmante-rijwoning-met-leuke-tuin-tienen,ERA,17,"€150,000-€200,000","€100,000-€200,000",-0.9644768795955336,2,"This is a house, located at Oplintersesteenweg 114, 3300 Tienen, built in 1935. It features 2 bedrooms, 213 sqm of habitable space and a ground space of 295 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Astridlaan_1_GLV_8370_Blankenberge,D,,Astridlaan,1 GLV,8370,Blankenberge,Apartment,180000,1.0,1.0,100.0,,"Astridlaan 1 GLV, 8370 Blankenberge",https://www.era.be/en/for-sale/blankenberge/flat-apartment/appartement-met-garage-te-koop-blankenberge,ERA,14,"€150,000-€200,000","€100,000-€200,000",-0.9644768795955336,2,"This is an apartment, located at Astridlaan 1 GLV, 8370 Blankenberge. It features 1 bedroom, 1 bathroom and 100 sqm of habitable space. The property has an Energy Performance Certificate (EPC) rating of D.",False
Pantserschipstraat_40_9000_Gent,C,,Pantserschipstraat,40,9000,Gent,House,295000,2.0,1.0,100.0,70.0,"Pantserschipstraat 40, 9000 Gent",https://www.era.be/en/for-sale/gent/house/instapklare-woning-met-een-ruime-stadskoer-gent,ERA,15,"€250,000-€300,000","€200,000-€300,000",-0.3297071631426281,4,"This is a house, located at Pantserschipstraat 40, 9000 Gent. It features 2 bedrooms, 1 bathroom, 100 sqm of habitable space and a ground space of 70 sqm. The property has an Energy Performance Certificate (EPC) rating of C.",False
Chaussee_de_Ramioul_318_4400_FLEMALLE,,1976.0,Chaussée de Ramioul,318,4400,FLEMALLE,House,249000,3.0,1.0,122.0,717.0,"Chaussée de Ramioul 318, 4400 FLEMALLE",https://www.era.be/en/for-sale/flemalle/house/charming-house-4-facades-3ch-garage-and-garden,ERA,21,"€200,000-€250,000","€200,000-€300,000",-0.5836150497237903,3,"This is a house, located at Chaussée de Ramioul 318, 4400 FLEMALLE, built in 1976. It features 3 bedrooms, 1 bathroom, 122 sqm of habitable space and a ground space of 717 sqm.",False
Koning_Boudewijnstraat_69_3920_Lommel,F,1978.0,Koning Boudewijnstraat,69,3920,Lommel,House,315000,3.0,1.0,140.0,1013.0,"Koning Boudewijnstraat 69, 3920 Lommel",https://www.era.be/en/for-sale/lommel/house/gelijkvloerse-woning-te-koop-lommel-nabij-natuur,ERA,23,"€300,000-€350,000","€300,000-€400,000",-0.21931242984647062,5,"This is a house, located at Koning Boudewijnstraat 69, 3920 Lommel, built in 1978. It features 3 bedrooms, 1 bathroom, 140 sqm of habitable space and a ground space of 1013 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Prosper_van_Raemdonckstraat_64_201_9120_Beveren_(Beveren),,2024.0,Prosper van Raemdonckstraat,64 201,9120,Beveren (Beveren),Apartment,315000,2.0,1.0,96.0,105.0,"Prosper van Raemdonckstraat 64 201, 9120 Beveren (Beveren)",https://www.era.be/en/for-sale/beveren/flat-apartment/lichtrijk-nieuwbouwappartement-te-koop-beveren,ERA,21,"€300,000-€350,000","€300,000-€400,000",-0.21931242984647062,5,"This is an apartment, located at Prosper van Raemdonckstraat 64 201, 9120 Beveren (Beveren), built in 2024. It features 2 bedrooms, 1 bathroom, 96 sqm of habitable space and a ground space of 105 sqm.",False
Rue_des_Ardennes_24_6870_Saint-Hubert,C,,Rue des Ardennes,24,6870,Saint-Hubert,House,250000,3.0,2.0,381.0,331.0,"Rue des Ardennes 24, 6870 Saint-Hubert",https://www.era.be/en/for-sale/saint-hubert/house/spacious-3-bedroom-house-located-poix-saint-hubert,ERA,14,"€250,000-€300,000","€200,000-€300,000",-0.5780953130589824,4,"This is a house, located at Rue des Ardennes 24, 6870 Saint-Hubert. It features 3 bedrooms, 2 bathrooms, 381 sqm of habitable space and a ground space of 331 sqm. The property has an Energy Performance Certificate (EPC) rating of C.",False
Pyckestraat_19_2018_Antwerpen,,1985.0,Pyckestraat,19,2018,Antwerpen,House,625000,5.0,2.0,250.0,310.0,"Pyckestraat 19, 2018 Antwerpen",https://www.era.be/en/for-sale/antwerpen/house/zonnige-stadswoning-met-tuin-en-terras-wijk-markgrave,ERA,23,"€600,000-€650,000","€600,000-€700,000",1.4918059362439704,12,"This is a house, located at Pyckestraat 19, 2018 Antwerpen, built in 1985. It features 5 bedrooms, 2 bathrooms, 250 sqm of habitable space and a ground space of 310 sqm.",False
Kwadeplasstraat_67_3350_Neerlinter_(Linter),C,1991.0,Kwadeplasstraat,67,3350,Neerlinter (Linter),House,410000,3.0,1.0,202.0,4003.0,"Kwadeplasstraat 67, 3350 Neerlinter (Linter)",https://www.era.be/en/for-sale/neerlinter/house/villa-3-bedrooms-and-garage-for-sale-neerlinter,ERA,21,"€400,000-€450,000","€400,000-€500,000",0.30506255331027743,7,"This is a house, located at Kwadeplasstraat 67, 3350 Neerlinter (Linter), built in 1991. It features 3 bedrooms, 1 bathroom, 202 sqm of habitable space and a ground space of 4003 sqm. The property has an Energy Performance Certificate (EPC) rating of C.",False
Winterslagstraat_174A_21_3600_Genk,A,2019.0,Winterslagstraat,174A 21,3600,Genk,Apartment,314000,2.0,1.0,87.0,,"Winterslagstraat 174A 21, 3600 Genk",https://www.era.be/en/for-sale/genk/flat-apartment/knap-recent-2-slpk-appartement-vlakbij-genk-centrum,ERA,17,"€300,000-€350,000","€300,000-€400,000",-0.2248321665112785,5,"This is an apartment, located at Winterslagstraat 174A 21, 3600 Genk, built in 2019. It features 2 bedrooms, 1 bathroom and 87 sqm of habitable space. The property has an Energy Performance Certificate (EPC) rating of A.",False
Schoolstraat_29_001_8540_Deerlijk,,2020.0,Schoolstraat,29 001,8540,Deerlijk,Apartment,285850,2.0,,104.0,89.0,"Schoolstraat 29 001, 8540 Deerlijk",https://www.era.be/en/for-sale/deerlijk/flat-apartment/gelijkvloers-appartement-nieuwbouw-met-gezellig-tuintje,ERA,23,"€250,000-€300,000","€200,000-€300,000",-0.3802127536256201,4,"This is an apartment, located at Schoolstraat 29 001, 8540 Deerlijk, built in 2020. It features 2 bedrooms, 104 sqm of habitable space and a ground space of 89 sqm.",False
fhsCdfNHZxOMUS3k8PJ3,F,1957.0,Beekstraat,50,3130,Betekom,House,260000,3.0,1.0,211.0,1185.0,"Beekstraat 50, 3130 Betekom",,Internal,28,"€250,000-€300,000","€200,000-€300,000",-0.5228979464109037,4,"This is a house, located at Beekstraat 50, 3130 Betekom, built in 1957. It features 3 bedrooms, 1 bathroom, 211 sqm of habitable space and a ground space of 1185 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Laurierstraat_34_9120_Melsele,A,1991.0,Laurierstraat,34,9120,Melsele,House,925000,5.0,2.0,340.0,932.0,"Laurierstraat 34, 9120 Melsele",https://www.era.be/en/for-sale/melsele/house/energiezuinige-woning-met-zwembad-melsele-te-koop,ERA,30,"€900,000-€950,000","€900,000-€1,000,000",3.1477269356863324,18,"This is a house, located at Laurierstraat 34, 9120 Melsele, built in 1991. It features 5 bedrooms, 2 bathrooms, 340 sqm of habitable space and a ground space of 932 sqm. The property has an Energy Performance Certificate (EPC) rating of A.",False
Leliestraat_36_3530_Houthalen-Helchteren,D,1973.0,Leliestraat,36,3530,Houthalen-Helchteren,House,347500,3.0,2.0,163.0,865.0,"Leliestraat 36, 3530 Houthalen-Helchteren",https://www.era.be/en/for-sale/houthalen-helchteren/house/gerenoveerde-woning-met-zuidelijke-tuin-houthalen-oost,ERA,13,"€300,000-€350,000","€300,000-€400,000",-0.03992098824021471,5,"This is a house, located at Leliestraat 36, 3530 Houthalen-Helchteren, built in 1973. It features 3 bedrooms, 2 bathrooms, 163 sqm of habitable space and a ground space of 865 sqm. The property has an Energy Performance Certificate (EPC) rating of D.",False
Lange_Dweersstraat_6_9190_Stekene,,2023.0,Lange Dweersstraat,6,9190,Stekene,House,475000,3.0,1.0,190.0,303.0,"Lange Dweersstraat 6, 9190 Stekene",https://www.era.be/en/for-sale/stekene/house/moderne-eengezinswoning-met-ruime-woonkamer-stekene,ERA,10,"€450,000-€500,000","€400,000-€500,000",0.6638454365227893,8,"This is a house, located at Lange Dweersstraat 6, 9190 Stekene, built in 2023. It features 3 bedrooms, 1 bathroom, 190 sqm of habitable space and a ground space of 303 sqm.",False
Kortrijksestraat_377_3010_Leuven,A,1978.0,Kortrijksestraat,377,3010,Leuven,House,990000,6.0,2.0,347.0,2874.0,"Kortrijksestraat 377, 3010 Leuven",https://www.era.be/en/for-sale/kessel-lo/house/charming-villa-for-sale-kessel-lo-near-leuven,ERA,12,"€950,000-€1,000,000","€900,000-€1,000,000",3.506509818898844,19,"This is a house, located at Kortrijksestraat 377, 3010 Leuven, built in 1978. It features 6 bedrooms, 2 bathrooms, 347 sqm of habitable space and a ground space of 2874 sqm. The property has an Energy Performance Certificate (EPC) rating of A.",False
Albert_I_laan_37_0303_8620_Nieuwpoort,,2025.0,Albert I laan,37 03.03,8620,Nieuwpoort,Apartment,650000,3.0,2.0,149.0,194.0,"Albert I laan 37 03.03, 8620 Nieuwpoort",https://www.era.be/en/for-sale/nieuwpoort/flat-apartment/nieuwbouwduplex-te-koop-nieuwpoort-1,ERA,17,"€650,000-€700,000","€600,000-€700,000",1.6297993528641672,13,"This is an apartment, located at Albert I laan 37 03.03, 8620 Nieuwpoort, built in 2025. It features 3 bedrooms, 2 bathrooms, 149 sqm of habitable space and a ground space of 194 sqm.",False
Rue_de_Samme_80_LOT_27_1460_Ittre_(Virginal),A,2025.0,Rue de Samme,80 LOT 27,1460,Ittre (Virginal),House,431590,3.0,1.0,150.0,739.0,"Rue de Samme 80 LOT 27, 1460 Ittre (Virginal)",https://www.era.be/en/for-sale/virginal-samme/house/new-three-facade-house-3-bedrooms-7-ares-peb-a,ERA,15,"€400,000-€450,000","€400,000-€500,000",0.42423366790347944,7,"This is a house, located at Rue de Samme 80 LOT 27, 1460 Ittre (Virginal), built in 2025. It features 3 bedrooms, 1 bathroom, 150 sqm of habitable space and a ground space of 739 sqm. The property has an Energy Performance Certificate (EPC) rating of A.",False
Rue_Faleye_13_4000_Liege_(Liege),F,1950.0,Rue Faleye,13,4000,Liège (Liège),House,145000,3.0,1.0,83.0,64.0,"Rue Faleye 13, 4000 Liège (Liège)",https://www.era.be/en/for-sale/luik/house/3-bedroom-house-for-sale-sclessin,ERA,8,"€100,000-€150,000","€100,000-€200,000",-1.1576676628638092,1,"This is a house, located at Rue Faleye 13, 4000 Liège (Liège), built in 1950. It features 3 bedrooms, 1 bathroom, 83 sqm of habitable space and a ground space of 64 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Bruggestraat_639_8930_Menen,E,1965.0,Bruggestraat,639,8930,Menen,House,499000,4.0,2.0,250.0,1750.0,"Bruggestraat 639, 8930 Menen",https://www.era.be/en/for-sale/menen/house/uniek-handelspand-pizzeria-met-woonruimte,ERA,18,"€450,000-€500,000","€400,000-€500,000",0.7963191164781782,8,"This is a house, located at Bruggestraat 639, 8930 Menen, built in 1965. It features 4 bedrooms, 2 bathrooms, 250 sqm of habitable space and a ground space of 1750 sqm. The property has an Energy Performance Certificate (EPC) rating of E.",False
Hille_26a_8750_Zwevezele,F,,Hille,26a,8750,Zwevezele,House,345000,4.0,,200.0,701.0,"Hille 26a, 8750 Zwevezele",https://www.era.be/en/for-sale/zwevezele/house/authentieke-gerenoveerde-woning-op-701-m2-met-loods-140m2,ERA,19,"€300,000-€350,000","€300,000-€400,000",-0.053720329902234396,5,"This is a house, located at Hille 26a, 8750 Zwevezele. It features 4 bedrooms, 200 sqm of habitable space and a ground space of 701 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Wulpjesweg_5_8420_Wenduine_(De_Haan),,2022.0,Wulpjesweg,5,8420,Wenduine (De Haan),House,170500,2.0,1.0,62.0,100.0,"Wulpjesweg 5, 8420 Wenduine (De Haan)",https://www.era.be/en/for-sale/klemskerke/house/moderne-vakantiewoningen-vlak-langs-de-duinen-1,ERA,21,"€150,000-€200,000","€100,000-€200,000",-1.0169143779112084,2,"This is a house, located at Wulpjesweg 5, 8420 Wenduine (De Haan), built in 2022. It features 2 bedrooms, 1 bathroom, 62 sqm of habitable space and a ground space of 100 sqm.",False
Rue_du_Sillon_142_8_1070_Anderlecht,,1976.0,Rue du Sillon,142 8,1070,Anderlecht,Apartment,215000,2.0,1.0,96.0,,"Rue du Sillon 142 8, 1070 Anderlecht",https://www.era.be/en/for-sale/anderlecht/flat-apartment/appartement-2-chambres-2-terrasses,ERA,8,"€200,000-€250,000","€200,000-€300,000",-0.771286096327258,3,"This is an apartment, located at Rue du Sillon 142 8, 1070 Anderlecht, built in 1976. It features 2 bedrooms, 1 bathroom and 96 sqm of habitable space.",False
w7zp9VM7dp7sq2t5FxEI,B,,Valkenstraat,39,9660,Brakel,House,399000,3.0,2.0,201.0,525.0,"Valkenstraat 39, 9660 Brakel",,Internal,31,"€350,000-€400,000","€300,000-€400,000",0.2443454499973908,6,"This is a house, located at Valkenstraat 39, 9660 Brakel. It features 3 bedrooms, 2 bathrooms, 201 sqm of habitable space and a ground space of 525 sqm. The property has an Energy Performance Certificate (EPC) rating of B.",False
Haasdonkse_Steenweg_19_9140_Temse,F,,Haasdonkse Steenweg,19,9140,Temse,House,125000,2.0,1.0,82.0,40.0,"Haasdonkse Steenweg 19, 9140 Temse",https://www.era.be/en/for-sale/temse/house/licht-op-te-frisse-woning-temse-met-2-slaapkamers,ERA,9,"€100,000-€150,000","€100,000-€200,000",-1.2680623961599666,1,"This is a house, located at Haasdonkse Steenweg 19, 9140 Temse. It features 2 bedrooms, 1 bathroom, 82 sqm of habitable space and a ground space of 40 sqm. The property has an Energy Performance Certificate (EPC) rating of F.",False
Rue_d'Achet_15_5360_Hamois_(Hamois),C,1975.0,Rue d'Achet,15,5360,Hamois (Hamois),House,945000,5.0,2.0,410.0,13300.0,"Rue d'Achet 15, 5360 Hamois (Hamois)",https://www.era.be/en/for-sale/hamois/house/equestrian-estate-high-end-residence-hamois,ERA,20,"€900,000-€950,000","€900,000-€1,000,000",3.25812166898249,18,"This is a house, located at Rue d'Achet 15, 5360 Hamois (Hamois), built in 1975. It features 5 bedrooms, 2 bathrooms, 410 sqm of habitable space and a ground space of 13300 sqm. The property has an Energy Performance Certificate (EPC) rating of C.",False
RgBGdXtkWYTmOJ3dPbaF,A,2023.0,Pruytenshof,12,9260,Wichelen - Serskamp ,Apartment,290000,2.0,1.0,,,"Pruytenshof 12, 9260 Wichelen - Serskamp ",,Internal,21,"€250,000-€300,000","€200,000-€300,000",-0.35730584646666746,4,"This is an apartment, located at Pruytenshof 12, 9260 Wichelen - Serskamp, built in 2023. It features 2 bedrooms and 1 bathroom. The property has an Energy Performance Certificate (EPC) rating of A.",False
Roodborstjeslaan_18_3_1860_Meise,A,1993.0,Roodborstjeslaan,18 3,1860,Meise,Apartment,275000,3.0,1.0,110.0,,"Roodborstjeslaan 18 3, 1860 Meise",https://www.era.be/en/for-sale/meise/flat-apartment/for-sale-meise-flat-3-bedrooms,ERA,18,"€250,000-€300,000","€200,000-€300,000",-0.44010189643878556,4,"This is an apartment, located at Roodborstjeslaan 18 3, 1860 Meise, built in 1993. It features 3 bedrooms, 1 bathroom and 110 sqm of habitable space. The property has an Energy Performance Certificate (EPC) rating of A.",False
Ieperstraat_68_0101_8940_Geluwe_(Wervik),,2023.0,Ieperstraat,68 01.01,8940,Geluwe (Wervik),Apartment,225000,2.0,1.0,101.0,101.0,"Ieperstraat 68 01.01, 8940 Geluwe (Wervik)",https://www.era.be/en/for-sale/geluwe/flat-apartment/duplexappartement-met-2-kamers-en-terras,ERA,11,"€200,000-€250,000","€200,000-€300,000",-0.7160887296791792,3,"This is an apartment, located at Ieperstraat 68 01.01, 8940 Geluwe (Wervik), built in 2023. It features 2 bedrooms, 1 bathroom and 101 sqm of habitable space.",False
Fagnoulestraat_2_3560_Lummen,D,1919.0,Fagnoulestraat,2,3560,Lummen,House,199500,3.0,1.0,96.0,95.0,"Fagnoulestraat 2, 3560 Lummen",https://www.era.be/en/for-sale/lummen/house/halfopen-woning-te-koop-lummen,ERA,15,"€150,000-€200,000","€100,000-€200,000",-0.85684201463178,2,"This is a house, located at Fagnoulestraat 2, 3560 Lummen, built in 1919. It features 3 bedrooms, 1 bathroom, 96 sqm of habitable space and a ground space of 95 sqm. The property has an Energy Performance Certificate (EPC) rating of D.",False
Verweehelling_1_0101_8370_Blankenberge,,2019.0,Verweehelling,1 01.01,8370,Blankenberge,Apartment,255000,1.0,1.0,62.0,64.0,"Verweehelling 1 01.01, 8370 Blankenberge",https://www.era.be/en/for-sale/blankenberge/flat-apartment/nieuwbouwappartement-te-koop-blankenberge-vlakbij-pier-0,ERA,12,"€250,000-€300,000","€200,000-€300,000",-0.5504966297349431,4,"This is an apartment, located at Verweehelling 1 01.01, 8370 Blankenberge, built in 2019. It features 1 bedroom, 1 bathroom, 62 sqm of habitable space and a ground space of 64 sqm.",False
